Date,Close,Open,High,Low,Volumn
2013-07-05,237.28,239.72,241.12,236.56,"76,785"
2013-07-08,235.12,236.86,238.42,234.11,"78,223"
2013-07-09,236.94,236.69,237.23,235.02,"62,564"
2013-07-10,236.23,237.74,237.94,235.41,"59,415"
2013-07-11,243.88,238.49,243.88,238.45,"86,887"
2013-07-12,242.72,243.28,243.33,241.74,"78,663"
2013-07-15,243.43,242.75,243.77,239.51,"74,263"
2013-07-16,242.02,243.4,243.52,241.06,"58,987"
2013-07-17,244.82,242.64,245.87,240.42,"95,073"
2013-07-18,242.92,244.09,244.41,242.25,"72,850"
2013-07-19,242.03,243.51,243.66,240.63,"72,276"
2013-07-22,243.18,243.32,245.27,242.18,"81,320"
2013-07-23,246.63,244.62,246.76,243.86,"81,578"
2013-07-24,247.84,246.61,248.17,246.16,"72,120"
2013-07-25,247.71,247.11,248.29,246.74,"76,306"
2013-07-26,247.8,248.04,248.68,246.6,"98,265"
2013-07-29,246.53,247.4,248.22,246.37,"118,395"
2013-07-30,248.78,246.78,248.81,246.47,"98,466"
2013-07-31,247.99,248.37,249.03,247.74,"89,610"
2013-08-01,248.89,248.33,249.62,246.94,"91,584"
2013-08-02,249.33,251.03,251.65,249.05,"98,129"
2013-08-05,248.25,248.92,249.66,248.21,"62,219"
2013-08-06,246.8,247.85,247.94,245.37,"106,231"
2013-08-07,242.75,244.73,245.11,242.75,"103,333"
2013-08-08,243.39,243.52,245.11,242.77,"116,509"
2013-08-09,243.13,243.51,244.43,242.42,"91,837"
2013-08-12,243.78,242.79,245.19,242.74,"92,466"
2013-08-13,248.2,245.08,248.21,244.68,"115,632"
2013-08-14,249.82,248.2,250.04,247.69,"83,697"
2013-08-16,249.23,247.12,250.36,246.76,"73,761"
2013-08-19,248.89,248.76,249.04,247.68,"90,685"
2013-08-20,245.13,247.97,249.89,244.82,"89,308"
2013-08-21,242.49,245.48,246.15,242.11,"102,108"
2013-08-22,240.37,239.93,241.63,239.01,"116,922"
2013-08-23,243.37,242.17,244.25,241.05,"88,266"
2013-08-26,245.71,244.21,246.13,244.16,"78,632"
2013-08-27,245.71,245.13,247.21,244.87,"89,065"
2013-08-28,245.67,242.7,245.78,242.54,"70,692"
2013-08-29,248.86,246.69,250.02,246.62,"75,561"
2013-08-30,251.74,250.52,251.74,249.36,"68,668"
2013-09-02,251.13,251.65,252.51,250.84,"55,644"
2013-09-03,252.05,252.43,253.37,251.49,"73,560"
2013-09-04,252.15,251.4,252.99,250.4,"69,845"
2013-09-05,254.62,253.68,255.12,252.79,"76,580"
2013-09-06,255.25,255.01,256.24,254.19,"82,368"
2013-09-09,258.12,256.48,258.12,256.27,"76,067"
2013-09-10,261.2,258.62,261.2,258.53,"89,516"
2013-09-11,262.38,261.38,262.38,260.13,"86,138"
2013-09-12,262.32,262.4,264.27,261.1,"98,835"
2013-09-13,260.83,260.99,262.38,260.52,"77,929"
2013-09-16,263.86,263.4,264.38,262.53,"74,976"
2013-09-17,262.56,263.19,263.39,261.06,"71,055"
2013-09-23,263.02,261.64,263.92,260.76,"80,445"
2013-09-24,262.83,261.85,263.43,260.42,"108,560"
2013-09-25,261.45,262.42,262.76,260.23,"104,133"
2013-09-26,262.68,260.59,262.68,260.47,"81,536"
2013-09-27,262.94,263.34,263.65,262.66,"91,123"
2013-09-30,260.91,261.56,262.3,260.55,"65,544"
2013-10-01,261.48,261.08,263.29,260.55,"70,906"
2013-10-02,261.87,263.42,263.57,261.66,"73,520"
2013-10-04,261.78,262.27,263.04,260.25,"74,144"
2013-10-07,261.85,261.93,262.76,261.38,"64,709"
2013-10-08,263.14,260.95,263.15,260.09,"73,859"
2013-10-10,262.9,262.83,264.16,262.39,"73,050"
2013-10-11,266.35,265.19,266.81,264.41,"91,605"
2013-10-14,265.81,266.52,266.77,265.81,"69,323"
2013-10-15,269.02,267.87,269.53,267.87,"68,332"
2013-10-16,268.25,268.92,270.3,268.19,"73,544"
2013-10-17,269.59,270.6,270.76,268.9,"93,652"
2013-10-18,271.24,270.51,271.25,269.7,"73,412"
2013-10-21,271.22,271.55,272.56,270.56,"62,479"
2013-10-22,271.11,270.75,271.13,269.71,"84,119"
2013-10-23,268.03,271.96,272.06,268,"105,486"
2013-10-24,269.36,267.85,269.36,266.75,"59,138"
2013-10-25,267.51,269.42,269.42,266.01,"66,297"
2013-10-28,269.74,267.96,269.77,267.21,"70,676"
2013-10-29,270.28,269.5,270.6,268.5,"64,059"
2013-10-30,271.44,270.72,271.44,269.13,"58,682"
2013-10-31,266.91,270.13,270.81,266.88,"66,798"
2013-11-01,268.63,268.06,268.83,267.23,"53,924"
2013-11-04,266.59,267.88,268.01,266.2,"57,546"
2013-11-05,264.96,266.98,267.3,264.37,"61,080"
2013-11-06,264.62,265.16,266.19,264.31,"58,306"
2013-11-07,263.34,264.71,265.12,262.71,"59,120"
2013-11-08,260.53,260.97,262.58,260.53,"64,730"
2013-11-11,260.15,262.14,262.14,259.49,"54,846"
2013-11-12,262.81,261.21,263.57,261.13,"58,733"
2013-11-13,258.04,262.42,262.45,258.04,"59,294"
2013-11-14,258.44,260.53,260.79,258.11,"68,231"
2013-11-15,264.2,260.48,264.33,260.47,"70,120"
2013-11-18,265.03,265.38,265.96,264.65,"58,663"
2013-11-19,267.81,264.84,268.37,264.68,"76,854"
2013-11-20,265.62,267.23,267.43,264.69,"85,760"
2013-11-21,262.2,265.06,265.06,260.97,"58,363"
2013-11-22,263.86,263.4,264.65,261.89,"56,990"
2013-11-25,265.21,265.85,267.45,265.2,"56,730"
2013-11-26,266.26,264.02,266.26,262.78,"54,065"
2013-11-27,267.15,265.28,267.15,264.5,"84,488"
2013-11-28,269.7,268.8,270.07,268.42,"62,913"
2013-11-29,269.57,269.61,270.36,268.68,"54,354"
2013-12-02,267.58,270.48,270.84,267.35,"57,621"
2013-12-03,264.84,266.64,267.33,264.79,"61,971"
2013-12-04,261.48,263.39,264.53,261.48,"54,677"
2013-12-05,261.1,262.5,262.6,259.21,"51,680"
2013-12-06,260.71,261.04,262.17,260.54,"52,755"
2013-12-09,263.7,263.52,264.14,263.24,"52,026"
2013-12-10,262.68,263.55,263.75,262.24,"56,662"
2013-12-11,260.55,261.74,263.67,259.78,"59,243"
2013-12-12,259.05,258.95,259.46,257.7,"93,726"
2013-12-13,258.04,258.29,258.49,256.08,"61,163"
2013-12-16,257.9,257.7,259.07,257,"46,762"
2013-12-17,258.72,260.27,260.67,258.18,"78,914"
2013-12-18,259.98,259.62,261.24,258.74,"56,757"
2013-12-19,260.2,263.16,263.21,259.46,"58,314"
2013-12-20,261.27,259.85,261.55,259.78,"55,378"
2013-12-23,263.24,262.78,263.89,262.14,"59,325"
2013-12-24,263.58,263.72,264.54,262.79,"62,874"
2013-12-26,263.15,263.85,264.63,262.82,"52,441"
2013-12-27,263.32,262.47,263.79,261.54,"56,679"
2013-12-30,264.24,263.55,264.24,262.53,"55,609"
2014-01-02,257.64,264.35,264.51,257.63,"64,005"
2014-01-03,254.48,257.05,257.29,253.18,"62,394"
2014-01-06,255.41,254.7,256.67,254.11,"59,077"
2014-01-07,255.98,254.53,257.02,254.41,"60,983"
2014-01-08,255.76,256.85,257.06,254.63,"66,026"
2014-01-09,253.63,256.26,256.65,253.63,"77,981"
2014-01-10,252.48,254.05,255.14,251.59,"78,932"
2014-01-13,254.08,253.83,254.84,253.16,"54,398"
2014-01-14,253.97,253.3,256.27,252.75,"59,997"
2014-01-15,254.73,255.52,255.65,253.82,"64,620"
2014-01-16,255.36,255.43,256.52,255.11,"57,598"
2014-01-17,253.46,255.54,256.13,253.37,"58,436"
2014-01-20,254.81,253.66,255.06,252,"47,195"
2014-01-21,256.34,255.03,256.65,254.29,"56,957"
2014-01-22,257.08,255.73,257.08,255.53,"61,704"
2014-01-23,253.74,256.72,256.75,253.72,"61,082"
2014-01-24,252.89,252.93,253.83,250.58,"68,980"
2014-01-27,248.95,248.22,250.18,247.43,"74,546"
2014-01-28,249.91,248.48,250.23,248.16,"79,259"
2014-01-29,252.89,251.11,253.31,250.98,"75,454"
2014-02-03,250.01,251.37,251.76,249.7,"71,712"
2014-02-04,245.3,246.56,247.04,245.1,"81,419"
2014-02-05,246.04,246.79,247.44,245.5,"74,756"
2014-02-06,248.56,246.92,249.04,246.85,"69,979"
2014-02-07,250.51,250.69,250.69,248.94,"83,454"
2014-02-10,250.47,251.2,251.26,249.39,"62,575"
2014-02-11,251.87,250.59,252.39,250.06,"66,997"
2014-02-12,252.31,253.29,253.29,252.07,"71,974"
2014-02-13,250.97,252.37,253.61,250.49,"56,633"
2014-02-14,252.74,251.38,253.83,251.35,"61,587"
2014-02-17,253.64,254.33,254.98,253.17,"62,251"
2014-02-18,253.66,253.69,254.3,252.07,"48,393"
2014-02-19,252.92,253.35,253.35,251.39,"54,397"
2014-02-20,250.95,251.34,252.57,250.65,"63,249"
2014-02-21,255.22,253.63,255.22,253.34,"67,091"
2014-02-24,254.01,255.25,255.82,253.21,"48,158"
2014-02-25,256.24,255.27,256.29,254.85,"71,629"
2014-02-26,257.31,256.13,257.8,255.03,"62,751"
2014-02-27,258.28,257.06,258.62,256.42,"66,750"
2014-02-28,258.41,257.98,258.74,257.35,"97,752"
2014-03-03,256.29,256.55,256.86,254.71,"58,276"
2014-03-04,254.78,254.9,256.22,254.52,"51,567"
2014-03-05,257.3,257.52,258.23,257.23,"65,361"
2014-03-06,257.63,257.66,257.73,256.68,"58,291"
2014-03-07,257.35,258.21,258.76,256.46,"63,452"
2014-03-10,254.48,256.19,256.23,254.1,"56,879"
2014-03-11,255.49,254.88,255.5,253.8,"61,955"
2014-03-12,251.11,254.52,254.75,250.75,"75,958"
2014-03-13,251.09,252.14,252.96,250.97,"76,668"
2014-03-14,249.02,248.56,250.12,248.2,"69,090"
2014-03-17,250.15,249.12,250.26,248.86,"59,057"
2014-03-18,251.87,252.05,252.75,250.59,"60,883"
2014-03-19,251.32,252.81,252.99,251.07,"63,957"
2014-03-20,248.68,250.88,251,248.68,"62,124"
2014-03-21,250.68,250.17,250.81,249.76,"63,811"
2014-03-24,252.31,250.89,252.84,250.87,"60,235"
2014-03-25,251.56,251.6,252.31,250.88,"66,631"
2014-03-26,255.08,253.55,255.4,253.36,"70,211"
2014-03-27,257.26,254.83,257.49,254.76,"66,750"
2014-03-28,257.44,256.37,258.07,255.96,"54,783"
2014-03-31,258.11,258.54,258.71,256.3,"70,005"
2014-04-01,258.95,257.88,259.01,256.78,"65,182"
2014-04-02,259.7,260.14,260.34,259.33,"68,687"
2014-04-03,259.34,259.99,261.49,259.07,"69,461"
2014-04-04,259.47,259.21,260.35,258.98,"60,463"
2014-04-07,259.89,259.03,260.09,258.16,"55,819"
2014-04-08,260.47,258.15,260.85,258.15,"60,641"
2014-04-09,261.21,261.18,261.55,260.31,"88,112"
2014-04-10,262.41,262.4,262.57,260.62,"69,196"
2014-04-11,260.53,259.1,260.53,259.08,"59,844"
2014-04-14,260.51,260.02,261.21,259.92,"51,721"
2014-04-15,259.74,262.22,262.29,259.46,"59,520"
2014-04-16,259.83,260.03,260.44,258.96,"54,098"
2014-04-17,259.66,260.96,261.08,258.63,"54,371"
2014-04-18,261.52,260.65,261.69,260.6,"48,579"
2014-04-21,260.9,261.77,261.87,260.06,"41,415"
2014-04-22,261.55,261.17,261.66,259.83,"61,077"
2014-04-23,261.2,262.37,262.87,260.93,"76,561"
2014-04-24,261.08,262.09,262.22,260.39,"67,308"
2014-04-25,257.42,260.83,260.86,257.42,"61,353"
2014-04-28,256.8,256.95,257.97,256.8,"56,167"
2014-04-29,255.8,257.52,257.74,255.16,"53,837"
2014-04-30,255.33,257.16,257.29,254.28,"65,986"
2014-05-02,255.07,256.08,256.49,254.79,"54,123"
2014-05-07,252.35,255.83,255.88,252.35,"60,557"
2014-05-08,253.84,253.31,253.85,251.72,"59,471"
2014-05-09,254.31,254.2,254.8,253.45,"49,656"
2014-05-12,255.8,254.23,256.11,253.44,"58,445"
2014-05-13,258.4,256.99,259.27,256.58,"60,698"
2014-05-14,262.43,259.63,262.43,259.57,"57,235"
2014-05-15,262.4,261.98,263.17,261.82,"60,167"
2014-05-16,262.97,261.45,262.97,260.64,"57,490"
2014-05-19,263.42,262.88,263.5,261.25,"66,141"
2014-05-20,263.04,262.97,263.38,262.07,"59,785"
2014-05-21,262.4,261.9,263.58,261.56,"53,825"
2014-05-22,263.33,263.41,264.5,262.8,"66,934"
2014-05-23,263.42,262.8,263.63,262.59,"53,469"
2014-05-26,262.33,263.14,263.87,261.99,"45,733"
2014-05-27,260.36,262.92,263.22,259.31,"46,544"
2014-05-28,263.01,260.83,263.01,260.46,"52,057"
2014-05-29,262.57,263.61,263.98,262.15,"57,989"
2014-05-30,259.94,263.07,263.68,259.93,"90,314"
2014-06-02,261.4,260.49,261.92,260.49,"52,325"
2014-06-03,262.22,262.1,262.32,260.07,"73,581"
2014-06-05,260.56,262.27,262.28,259.31,"80,374"
2014-06-09,259.68,261.97,262.45,259.18,"64,803"
2014-06-10,262.64,261.24,262.77,260.36,"58,609"
2014-06-11,262.62,262.19,263.19,261.58,"62,390"
2014-06-12,262.01,262.57,262.83,260.83,"64,444"
2014-06-13,258.75,261.09,261.11,257.89,"49,990"
2014-06-16,259.43,258.16,259.7,258.04,"57,204"
2014-06-17,260.43,259.57,260.74,259.02,"57,920"
2014-06-18,258.7,260.46,260.46,258.31,"52,470"
2014-06-19,258.83,259.19,259.95,258.15,"59,346"
2014-06-20,255.31,258.65,258.7,255.03,"68,582"
2014-06-23,256.77,256.43,257.55,256,"52,712"
2014-06-24,259.75,257.1,260.38,257.04,"65,843"
2014-06-25,258.16,259.51,259.72,257.99,"57,619"
2014-06-26,260.03,258.2,260.46,258.11,"62,559"
2014-06-27,258.78,259.28,260.13,258.25,"53,438"
2014-06-30,260.56,259.81,260.64,259.14,"51,516"
2014-07-01,259.74,259.14,259.93,258.49,"50,687"
2014-07-02,262.04,261.01,262.23,260.19,"67,559"
2014-07-03,261.13,262.03,262.03,260.71,"56,223"
2014-07-04,260.63,262.09,262.09,260.08,"47,254"
2014-07-07,259.95,260.18,260.48,258.88,"47,814"
2014-07-08,259.93,259.7,260.76,258.74,"46,763"
2014-07-09,258.87,258.6,259.01,257.83,"56,681"
2014-07-10,259.17,259.4,259.73,258.74,"57,226"
2014-07-11,256.72,257.14,257.81,256.23,"54,163"
2014-07-14,257.27,258.11,258.59,257.27,"51,372"
2014-07-15,260.4,258.87,260.79,258.79,"66,257"
2014-07-16,260.82,260.85,261.19,260.27,"67,664"
2014-07-17,261.93,261.8,262.65,261.52,"71,866"
2014-07-18,261.66,259.97,261.68,259.78,"82,260"
2014-07-21,261.51,262.88,263.33,261.26,"54,653"
2014-07-22,262.86,261.94,262.86,261.39,"52,129"
2014-07-23,262.56,263.34,263.67,262,"84,366"
2014-07-24,262.72,263.28,263.72,261.86,"90,697"
2014-07-25,263.47,263.13,263.84,262.55,"69,724"
2014-07-28,265.53,263.77,266.4,263.74,"90,745"
2014-07-29,268.01,266.2,268.31,266.04,"107,138"
2014-07-30,271.17,268.44,272.83,268.21,"113,709"
2014-07-31,269.68,270.93,272.12,269.15,"102,611"
2014-08-01,268.56,268.01,269.88,267.8,"80,937"
2014-08-04,269.65,269.66,270.09,267.9,"67,252"
2014-08-05,267.63,268.92,269.14,266.54,"87,506"
2014-08-06,266.6,267.12,267.85,265.92,"94,605"
2014-08-07,265.64,266.73,266.94,264.76,"63,545"
2014-08-08,262.02,264.74,265.08,261.53,"72,439"
2014-08-11,263.32,264.59,264.59,262.99,"61,273"
2014-08-12,263.34,264.54,265.75,263.08,"70,309"
2014-08-13,265.91,264.14,265.91,263.3,"70,976"
2014-08-14,265.88,266.47,267.37,264.94,"63,804"
2014-08-18,264.24,267.03,267.29,264.24,"60,713"
2014-08-19,266.62,266.07,267.17,265.87,"68,137"
2014-08-20,266.79,268.03,268.28,265.52,"70,813"
2014-08-21,262.53,265.98,266.12,262.14,"70,916"
2014-08-22,264.26,263.08,264.43,262.8,"54,837"
2014-08-25,264.46,262.89,264.69,262.19,"57,892"
2014-08-26,265.14,265.51,266.07,264.97,"60,690"
2014-08-27,265.88,266.12,267.04,265.42,"73,632"
2014-08-28,266.19,267.24,268.13,265.66,"57,040"
2014-08-29,265.41,265.38,266.1,264.03,"61,095"
2014-09-01,265.27,265.28,265.93,264.58,"54,168"
2014-09-02,262.61,264.96,265,262.29,"58,036"
2014-09-03,262.27,262.49,263.02,260.87,"78,813"
2014-09-04,263.19,263.52,264.41,262.37,"68,756"
2014-09-05,262.09,262.9,263.64,261.34,"54,456"
2014-09-11,259.8,261.72,262.45,259.8,"66,346"
2014-09-12,261.39,261.01,262.29,260.54,"54,095"
2014-09-15,260.56,260.92,261.2,259.6,"49,203"
2014-09-16,261.45,261.14,261.94,260.58,"48,354"
2014-09-17,264.01,262.71,264.01,262.56,"54,245"
2014-09-18,261.72,263.35,264.3,261.27,"66,606"
2014-09-19,262.31,262.99,263.64,262.29,"83,957"
2014-09-22,260.15,262.06,262.1,259.16,"45,658"
2014-09-23,258.49,258.53,259.63,258.11,"59,132"
2014-09-24,258.88,257.81,258.98,256.88,"59,343"
2014-09-25,258.46,260.25,260.36,257.88,"64,473"
2014-09-26,258.33,256.41,258.34,256.25,"55,003"
2014-09-29,257.95,258.95,259.12,257.38,"66,201"
2014-09-30,256.77,257.37,258.14,255.09,"63,851"
2014-10-01,252.81,255.78,255.81,252.65,"70,721"
2014-10-02,250.06,252.09,252.2,249.22,"72,612"
2014-10-06,249.19,251.59,251.66,249.1,"73,536"
2014-10-07,249.93,250.9,251.49,249.07,"67,298"
2014-10-08,248.36,247.89,249.87,247.88,"56,217"
2014-10-10,245.06,246.48,246.48,243.85,"62,335"
2014-10-13,244.18,241.95,244.68,241.86,"66,687"
2014-10-14,244.47,245.27,246.07,244.2,"67,997"
2014-10-15,243.87,244.91,245.85,242.95,"65,318"
2014-10-16,242.79,241.98,243.31,241.17,"71,172"
2014-10-17,239.84,243.26,243.29,239.43,"74,576"
2014-10-20,243.9,242.36,244.34,242.08,"52,795"
2014-10-21,241.48,242.73,242.73,240.91,"63,162"
2014-10-22,244.12,244.43,244.46,242.43,"61,462"
2014-10-23,243.38,243.45,245.02,242.32,"58,955"
2014-10-24,242.91,244.75,244.76,241.25,"88,302"
2014-10-27,243.89,244.02,244.94,243.52,"65,959"
2014-10-28,243.3,244.26,244.42,242.93,"59,980"
2014-10-29,248.64,245.16,248.7,244.18,"97,393"
2014-10-30,248.84,248.01,248.91,246.76,"72,499"
2014-10-31,250.45,249.55,250.73,247.96,"76,870"
2014-11-03,248.69,249.79,250.01,247.9,"68,495"
2014-11-04,246.51,248.15,249.19,245.59,"81,763"
2014-11-05,245.86,246.83,247.66,245.28,"68,314"
2014-11-06,247.19,246.04,247.65,245.17,"67,675"
2014-11-07,247.39,247.05,248.04,246.5,"57,976"
2014-11-10,250.64,249.16,251.37,249.11,"67,041"
2014-11-11,250.45,250.41,251.07,249.99,"58,415"
2014-11-12,251.26,250.76,252.2,250.29,"73,323"
2014-11-13,250.11,251.59,251.98,249.28,"72,729"
2014-11-14,248.18,249.84,249.84,247.33,"63,205"
2014-11-17,248.3,247.73,248.92,246.97,"63,262"
2014-11-18,250.65,249.45,250.96,249.45,"59,583"
2014-11-19,250.33,251.71,251.71,249.4,"70,737"
2014-11-20,248.96,249.43,249.76,248.36,"86,159"
2014-11-21,249.9,250.14,250.45,249.25,"72,381"
2014-11-24,252.34,252.52,253.05,251.83,"94,992"
2014-11-25,251.72,252.9,252.92,251.71,"79,998"
2014-11-26,252,252.59,252.6,250.87,"72,469"
2014-11-27,253.3,254.13,254.57,253.3,"93,043"
2014-11-28,253.7,253.6,253.98,252.7,"67,307"
2014-12-01,251.59,252.09,252.15,250.86,"79,209"
2014-12-02,251.41,250.69,251.44,250.12,"67,720"
2014-12-03,251.65,251.94,252.51,251.13,"52,747"
2014-12-04,254.06,252.48,254.31,252.43,"59,998"
2014-12-05,254.24,254.08,254.58,253.8,"73,556"
2014-12-08,253.71,254.49,254.68,253.38,"46,985"
2014-12-09,253.21,253.39,253.8,252.49,"73,576"
2014-12-10,249.35,252.21,252.57,249.35,"60,545"
2014-12-11,245.54,247.22,248.37,245.53,"69,802"
2014-12-12,246.44,246.2,247.23,245.48,"62,640"
2014-12-15,246.27,243.93,246.27,243.25,"55,404"
2014-12-16,244.43,244.73,246.57,243.96,"67,730"
2014-12-17,243.72,245.35,245.37,243.72,"61,633"
2014-12-18,243.82,246.08,246.4,241.89,"58,766"
2014-12-19,247.96,246.88,248.14,245.95,"55,461"
2014-12-22,249.7,248.93,249.84,247.67,"46,010"
2014-12-23,249.06,249.58,249.92,248.74,"50,658"
2014-12-24,250.07,249.16,250.17,248.63,"43,540"
2014-12-26,250.05,250.08,251.12,249.65,"48,848"
2014-12-29,246.3,248.25,248.45,246.3,"44,542"
2014-12-30,244.05,247.09,247.39,243.78,"52,930"
2015-01-02,244.79,243.96,245.32,243.25,"54,154"
2015-01-05,244.26,243.83,244.56,241.76,"62,845"
2015-01-06,239.93,241.36,242.06,239.32,"66,250"
2015-01-07,240.53,239.41,240.91,239.09,"54,600"
2015-01-08,243.94,242.28,244.13,241.68,"64,021"
2015-01-09,246.05,245.97,247.11,245.4,"65,125"
2015-01-12,245.7,245.16,246.27,245.05,"64,517"
2015-01-13,246.29,244.98,246.64,244.47,"59,913"
2015-01-14,245.99,246.48,247.46,245.78,"70,778"
2015-01-15,245.76,245.96,246.63,244.9,"59,450"
2015-01-16,242.22,244.7,244.7,241.77,"73,306"
2015-01-19,244.78,244.06,245.82,243.69,"63,224"
2015-01-20,247.24,245.52,247.39,245.5,"55,117"
2015-01-21,248.59,247.01,248.59,246.63,"64,992"
2015-01-22,248.47,249.22,249.98,248.01,"76,607"
2015-01-23,250.32,251.76,251.8,249.55,"78,374"
2015-01-26,250.14,248.92,250.21,248.42,"62,742"
2015-01-27,252.2,250.76,252.2,250.56,"85,048"
2015-01-28,252.21,250.82,252.5,250.12,"85,187"
2015-01-29,250.46,250.45,251.84,249.78,"83,371"
2015-01-30,249.88,251.82,251.84,249.88,"93,066"
2015-02-02,250.61,249.83,251.2,249.49,"76,488"
2015-02-03,250.38,251.63,251.66,249.22,"79,094"
2015-02-04,251.6,251.98,253.07,251.6,"78,229"
2015-02-05,249.78,251.33,251.42,248.9,"69,969"
2015-02-06,250.16,249.89,250.16,248.68,"76,076"
2015-02-09,249.26,249.05,249.94,248.58,"64,832"
2015-02-10,247.66,249.62,250.42,247.66,"62,808"
2015-02-11,248.4,248.49,249.01,247.77,"64,785"
2015-02-12,247.71,248.48,248.5,246.32,"66,380"
2015-02-13,249.76,248.65,249.76,248.26,"63,131"
2015-02-16,249.81,250.17,250.55,249.54,"52,103"
2015-02-17,250.37,249.36,250.67,248.92,"55,683"
2015-02-23,250.8,252.13,252.51,250.56,"58,971"
2015-02-24,251.28,251.83,252.11,251.09,"61,664"
2015-02-25,252.96,252.72,253.22,252.01,"79,616"
2015-02-26,252.93,253.03,253.13,251.89,"79,376"
2015-02-27,251.46,252.73,252.83,251.2,"80,294"
2015-03-02,253.65,253.13,253.74,252.39,"92,832"
2015-03-03,254.5,254.55,254.97,253.89,"87,501"
2015-03-04,254.31,254.56,254.72,253.89,"72,311"
2015-03-05,254.16,254.02,254.86,253.64,"58,425"
2015-03-06,255.96,254.74,256.15,254.73,"83,129"
2015-03-09,252.77,254.81,254.94,252.69,"65,399"
2015-03-10,251.75,253.76,254.16,251.75,"76,303"
2015-03-11,252.16,250.09,252.66,250.09,"79,666"
2015-03-12,250.28,251.67,253.23,250.28,"98,653"
2015-03-13,252.18,252.56,253.31,251.98,"66,615"
2015-03-16,252.44,252.13,253.2,251.56,"72,870"
2015-03-17,258.18,253.77,258.19,253.7,"85,122"
2015-03-18,258.22,258.45,259.19,257.87,"85,367"
2015-03-19,258.99,260.68,260.68,258.37,"120,602"
2015-03-20,258.7,258.92,259.32,257.42,"81,298"
2015-03-23,258.95,259.48,259.88,258.16,"84,486"
2015-03-24,259.16,258.58,259.34,257.56,"71,440"
2015-03-25,258.94,259.35,259.84,258.38,"84,765"
2015-03-26,255.99,256.69,258.08,255.81,"78,164"
2015-03-27,255.54,256.41,256.73,255.1,"72,669"
2015-03-30,256.1,256.45,256.57,254.91,"68,985"
2015-03-31,257.28,257.66,258.43,256.16,"83,462"
2015-04-01,254.97,256.44,256.75,254.74,"83,087"
2015-04-02,254.99,256.07,256.37,254.7,"76,748"
2015-04-03,256.75,255.77,256.92,255.05,"67,526"
2015-04-06,256.93,257.2,258.43,256.34,"79,387"
2015-04-07,256.88,258.65,258.68,256.61,"74,986"
2015-04-08,258.51,257.09,258.81,256.83,"99,676"
2015-04-09,258.33,258.44,259.21,257.61,"85,943"
2015-04-10,261.95,259.35,262.2,259.2,"104,470"
2015-04-13,263.48,262.62,263.75,262.11,"123,221"
2015-04-14,265.57,263.81,265.6,263.2,"151,051"
2015-04-15,265.77,265.76,266.41,264.93,"111,942"
2015-04-16,268.45,267.67,268.45,266.42,"113,925"
2015-04-17,268.28,268.73,268.81,267.42,"90,557"
2015-04-20,268.55,266.14,268.59,266.14,"100,122"
2015-04-21,268.17,269.03,269.13,267.56,"102,397"
2015-04-22,268.64,268.2,270.65,267.22,"136,288"
2015-04-23,272.59,270.27,272.78,268.85,"134,658"
2015-04-24,271.05,273.81,275.11,270.33,"144,046"
2015-04-27,270.05,272.16,272.29,269.29,"92,876"
2015-04-28,268.55,270.63,270.93,268.1,"100,583"
2015-04-29,268.03,269.54,269.76,265.92,"117,335"
2015-04-30,266.42,267.04,267.57,265.85,"106,978"
2015-05-04,267.33,267.57,268.56,266.99,"81,082"
2015-05-06,264.03,265.96,266.18,263.09,"103,584"
2015-05-07,262.47,263.11,263.49,260.1,"97,357"
2015-05-08,260.81,262.11,262.72,260.81,"69,308"
2015-05-11,261.49,263.45,263.88,261.49,"71,248"
2015-05-12,261.42,262.12,262.35,260.52,"78,807"
2015-05-13,263.25,261.82,263.65,261.73,"73,274"
2015-05-14,263.69,263.18,263.88,262.63,"74,918"
2015-05-15,261.33,265.24,265.51,261.09,"82,258"
2015-05-18,261.97,261.28,261.97,260.45,"81,475"
2015-05-19,262.92,261.84,263.97,261.04,"87,586"
2015-05-20,265.36,263.79,265.54,263.43,"92,554"
2015-05-21,262.66,265.2,265.38,262.41,"84,425"
2015-05-22,266.03,263.66,266.03,263.28,"99,744"
2015-05-26,265.41,265.96,266.16,263.82,"100,615"
2015-05-27,260.16,263.9,264.22,259.72,"103,095"
2015-05-28,260.06,261.13,261.93,260.06,"93,498"
2015-05-29,260.39,259.88,261.91,259.47,"106,343"
2015-06-01,258.74,259.84,260,257.13,"80,714"
2015-06-02,256.29,258.8,259.49,255.91,"114,421"
2015-06-03,254.11,256.54,257.44,253.51,"104,074"
2015-06-04,255.47,255.4,257.04,254.34,"101,270"
2015-06-05,254.94,254.09,256.12,254,"94,584"
2015-06-08,254.21,254.87,254.87,253.34,"84,658"
2015-06-09,253.51,253.78,255.06,252.68,"79,051"
2015-06-10,252.11,255.5,255.68,251.95,"85,554"
2015-06-11,252.32,253.77,253.83,251.74,"129,134"
2015-06-12,251.66,253.94,254.77,250.84,"89,308"
2015-06-15,250.74,250.14,251.37,249.38,"67,758"
2015-06-16,248.49,250.94,251,246.42,"93,165"
2015-06-17,249.08,249.27,249.53,247.52,"71,024"
2015-06-18,249.67,250.42,251.26,248.92,"72,996"
2015-06-19,249.84,251.37,251.41,249.79,"88,052"
2015-06-22,250.99,251.6,252.69,250.45,"64,167"
2015-06-23,254.52,253.25,255.42,252.52,"83,598"
