Date,Close,Open,High,Low,Volumn
2010-05-18,214.42,216.68,216.8,212.57,"128,233"
2010-05-19,212.43,211.26,212.54,208.83,"124,031"
2010-05-20,208.78,211.55,213.85,207.71,"114,721"
2010-05-24,210.27,207.5,211.36,207.46,"90,579"
2010-05-25,204.83,207.58,207.79,201.5,"136,733"
2010-05-26,206.62,206.95,207.51,203.21,"121,650"
2010-05-27,209.83,204.54,210.49,204.52,"124,156"
2010-05-28,212.1,212.93,212.93,209.93,"109,309"
2010-05-31,214.34,212.43,214.34,211.81,"84,115"
2010-06-01,213.02,213.3,214.46,211.89,"92,202"
2010-06-03,217.58,214.84,217.95,214.51,"108,445"
2010-06-04,218.03,217.37,218.79,217.03,"104,688"
2010-06-07,214.38,213.55,214.57,211.95,"99,346"
2010-06-08,216.08,213.84,216.8,213.21,"96,523"
2010-06-09,215.26,216.15,216.56,213.81,"102,850"
2010-06-10,215.73,215.82,217.23,214.64,"110,672"
2010-06-11,219.22,218.85,219.87,217.3,"100,488"
2010-06-14,221.43,220.22,222.54,219.99,"94,218"
2010-06-15,221.34,220.94,222.32,220.4,"98,889"
2010-06-16,223.34,223.81,224.18,221.96,"116,464"
2010-06-17,223.45,223.54,224.08,222.49,"117,140"
2010-06-18,223.77,223.75,224.04,222.41,"92,449"
2010-06-21,227.69,226.07,227.99,225.51,"112,672"
2010-06-22,226.45,226.12,226.9,225.36,"100,596"
2010-06-23,225.59,225.08,226.41,224.92,"87,380"
2010-06-24,227.45,225.33,227.45,224.89,"76,829"
2010-06-25,225.63,224.87,226.15,224.44,"85,049"
2010-06-28,225.55,226.17,226.35,225.01,"79,218"
2010-06-29,222.54,225.94,226.72,221.94,"93,044"
2010-06-30,220.85,218.7,221.09,218.24,"96,490"
2010-07-01,218.65,219.26,220.23,216.26,"101,875"
2010-07-02,217.01,219.13,219.87,216.43,"119,547"
2010-07-05,217.47,217.43,218.29,215.96,"80,893"
2010-07-06,219.12,215.93,219.16,214.04,"95,559"
2010-07-07,217.45,219.09,219.09,216.39,"82,396"
2010-07-08,220.78,220.66,221.29,219.86,"92,732"
2010-07-09,224.44,222.07,224.44,220.63,"115,513"
2010-07-12,225.86,225.51,225.87,224.58,"91,482"
2010-07-13,226.14,226.32,228.19,225.74,"116,321"
2010-07-14,229.27,228.79,230.23,228.69,"168,944"
2010-07-15,228.39,228.75,229.44,228.02,"118,088"
2010-07-16,226.34,228.28,228.83,226.06,"130,721"
2010-07-19,225.32,223.64,226.23,223.51,"100,161"
2010-07-20,225.84,224.47,226.47,224.08,"96,175"
2010-07-21,227.88,228.16,228.65,226.67,"117,496"
2010-07-22,226.23,227.33,228.46,225.9,"138,109"
2010-07-23,229.5,229.05,229.88,227.66,"134,522"
2010-07-26,230.87,229.7,231.64,229.48,"105,738"
2010-07-27,230.93,231.66,232.14,230.46,"123,421"
2010-07-28,231.56,231.7,232.06,230.39,"101,965"
2010-07-29,231.16,231.01,231.86,230.63,"101,507"
2010-07-30,229.25,230.7,231.69,228.71,"86,652"
2010-08-02,232.22,230.82,232.63,230.26,"103,628"
2010-08-03,233.38,234.1,234.2,232.64,"105,885"
2010-08-04,233.14,234.08,234.08,231.23,"120,556"
2010-08-05,232.39,234.13,234.29,231.03,"111,119"
2010-08-06,232.35,232.14,232.68,230.4,"109,757"
2010-08-09,233.14,231.59,233.23,231.21,"91,590"
2010-08-10,232.04,233.42,233.84,231.8,"95,271"
2010-08-11,228.98,231.15,231.3,228.5,"109,907"
2010-08-12,223.96,225.42,226.8,223.96,"108,632"
2010-08-13,227.01,225.12,227.28,224.23,"93,230"
2010-08-16,226.51,225.32,226.9,222.8,"94,173"
2010-08-17,227.96,225.45,228.34,224.95,"87,285"
2010-08-18,228.9,229.14,229.23,227.72,"98,507"
2010-08-19,231.88,229.2,232.09,229.01,"95,226"
2010-08-20,231.17,230.41,231.44,229.74,"83,349"
2010-08-23,230.2,231.82,233.01,230.02,"98,262"
2010-08-24,229.42,228.6,230.92,227.65,"91,425"
2010-08-25,225.99,227.49,228.47,225.98,"91,885"
2010-08-26,225.39,227.2,227.38,225.39,"96,280"
2010-08-27,225.52,224.63,226.04,223.91,"79,513"
2010-08-30,229.63,228.17,229.72,227.77,"78,131"
2010-08-31,226.81,227.88,228.61,226.15,"92,864"
2010-09-01,229.41,228,229.97,227.3,"109,333"
2010-09-02,230.66,232.03,232.06,229.57,"97,588"
2010-09-03,231.04,231.26,232.01,230.26,"111,254"
2010-09-06,232.77,232.6,233.04,231.73,"105,588"
2010-09-07,232.45,232.78,233.44,232.23,"83,866"
2010-09-08,230.94,231.31,232.06,229.89,"101,666"
2010-09-09,231.53,231.93,232.56,230.25,"103,676"
2010-09-10,233.93,232.68,234.95,232.55,"101,615"
2010-09-13,236.34,235.23,236.56,234.83,"121,242"
2010-09-14,235.98,237.19,237.65,235.43,"127,090"
2010-09-15,237.14,236.21,237.62,235.7,"118,676"
2010-09-16,235.37,236.82,237.15,235.36,"102,243"
2010-09-17,237.64,237.04,237.92,235.47,"119,989"
2010-09-20,238.29,236.71,238.55,236.21,"78,953"
2010-09-24,239.8,237.78,239.8,237.04,"99,529"
2010-09-27,241.38,240.99,241.55,240.26,"130,773"
2010-09-28,240.59,241.16,241.73,240.31,"100,918"
2010-09-29,242.27,241.94,243.32,241.88,"129,963"
2010-09-30,242.95,242.67,243.02,241.37,"116,918"
2010-10-01,243.49,242.87,244.44,242.38,"121,038"
2010-10-04,243.99,244.47,245.28,243.46,"122,909"
2010-10-05,244.22,243.22,244.74,242.59,"107,927"
2010-10-06,247.7,246.53,248.01,246.11,"137,813"
2010-10-07,247.22,247.17,247.91,246.21,"148,596"
2010-10-08,246.51,247.16,247.19,245.37,"128,185"
2010-10-11,245.44,247.99,248.05,244.79,"116,398"
2010-10-12,242.35,245.76,245.95,241.2,"110,717"
2010-10-13,242.99,243.63,244.01,241.73,"103,724"
2010-10-14,246.25,244.38,246.25,244.02,"147,800"
2010-10-15,246.56,246.03,246.68,245.31,"128,053"
2010-10-18,242.64,246.81,246.93,242.64,"112,934"
2010-10-19,240.11,242.96,243.81,240.11,"113,412"
2010-10-20,241.79,238.41,242.64,237.25,"118,751"
2010-10-21,242.53,242.71,242.84,239.99,"157,194"
2010-10-22,245.84,243.58,245.86,243.31,"113,489"
2010-10-25,248.16,246.52,248.74,245.91,"130,325"
2010-10-26,248.38,247.7,248.5,247.07,"121,671"
2010-10-27,246.61,248.22,248.92,245.68,"155,434"
2010-10-28,246.41,246.53,247.46,245.72,"124,902"
2010-10-29,242.98,247.19,247.27,242.14,"123,479"
2010-11-01,247.41,243.92,247.41,242.68,"117,693"
2010-11-02,247.93,247.02,248.32,246.54,"117,431"
2010-11-03,249.99,249.62,251.33,249.28,"119,310"
2010-11-04,251.12,250.73,251.51,250.17,"110,112"
2010-11-05,251.22,253.85,254.82,251.14,"153,755"
2010-11-08,251.73,252.32,252.7,250.01,"115,567"
2010-11-09,252.07,251.81,252.3,250.56,"101,966"
2010-11-10,255.13,251.87,255.14,251.79,"156,525"
2010-11-11,247.51,254.86,256.51,247.51,"174,613"
2010-11-12,248.35,252.78,254.02,246.62,"175,489"
2010-11-15,249.22,249.34,250.56,247.47,"107,192"
2010-11-16,247.84,248.96,249.65,246.4,"140,889"
2010-11-17,247.3,245.02,248.99,244.75,"122,732"
2010-11-18,251.15,248.92,251.36,248.25,"108,937"
2010-11-19,253.04,252.3,253.06,251.09,"125,813"
2010-11-22,254,253.82,254.97,253.16,"132,861"
2010-11-23,252.12,253.22,253.97,250.73,"140,762"
2010-11-24,252.38,246.77,252.78,246.57,"154,338"
2010-11-25,252.45,253.3,253.42,250.68,"111,628"
2010-11-26,249.31,253.07,253.69,248.27,"109,418"
2010-11-29,248.92,249.92,251.02,246.84,"87,341"
2010-11-30,249.64,247.97,251.82,247.86,"118,152"
2010-12-01,252.8,250.08,252.8,249.54,"85,384"
2010-12-02,256.02,254.61,256.1,254.24,"99,948"
2010-12-03,257.65,257.51,257.65,256.15,"106,998"
2010-12-06,257.32,258.12,258.26,256.28,"100,060"
2010-12-07,258.63,257.46,259.16,256.96,"102,092"
2010-12-08,257.51,258.25,259.76,257.35,"96,766"
2010-12-09,262.32,258.57,262.32,258.17,"122,278"
2010-12-10,261.74,261.57,262.73,260.82,"92,737"
2010-12-13,263.31,262.7,263.54,261.37,"92,887"
2010-12-14,265.13,263.94,265.19,263.38,"120,700"
2010-12-15,265.95,265.03,265.95,264.2,"112,013"
2010-12-16,264.92,264.83,266.47,263.97,"88,006"
2010-12-17,267.67,266.19,267.89,265.14,"119,461"
2010-12-20,267.42,265.48,267.69,264.06,"134,871"
2010-12-21,269.31,269.13,270.44,268.61,"126,914"
2010-12-22,269.6,269.52,270.43,269.02,"104,032"
2010-12-23,269.62,270.03,270.23,268.27,"89,671"
2010-12-24,268.5,270.1,270.36,268.29,"93,033"
2010-12-27,267.35,267.68,269.11,266.79,"94,705"
2010-12-28,269.04,268.21,270.37,267.94,"115,968"
2010-12-29,270.44,268.29,270.49,268,"86,463"
2010-12-30,271.19,270.84,271.53,270,"86,066"
2011-01-03,273.81,272.84,273.81,271.63,"100,076"
2011-01-04,275.78,274.29,275.78,273.69,"113,809"
2011-01-05,275.35,275.37,275.94,274.57,"127,214"
2011-01-06,274.72,276.91,277.13,273.08,"143,227"
2011-01-07,275.61,274,275.61,273.24,"113,105"
2011-01-10,273.99,274.91,275.75,272.44,"123,705"
2011-01-11,275.1,273.81,275.1,271.26,"114,625"
2011-01-12,276.17,275.53,276.7,274.79,"134,798"
2011-01-13,275.52,276.49,278.52,274.81,"169,448"
2011-01-14,278.17,275.39,278.17,273.45,"183,857"
2011-01-17,277.05,278.49,279.67,277.04,"151,516"
2011-01-18,276.6,276.43,278.8,276.07,"139,441"
2011-01-19,279.25,277.9,279.86,274.81,"151,378"
2011-01-20,277.75,278.52,278.96,277.12,"109,291"
2011-01-21,272.67,277.22,277.38,272.28,"140,578"
2011-01-24,274.5,272.25,274.68,271.92,"107,723"
2011-01-25,275.18,275.8,277.76,274.86,"130,497"
2011-01-26,278.81,276.16,279.19,275.92,"113,839"
2011-01-27,279.2,279.34,280.26,278.34,"124,113"
2011-01-28,278.45,279.18,279.79,276.58,"124,678"
2011-01-31,273.12,274.8,275.95,273.12,"116,192"
2011-02-01,273.45,274.5,275.46,273.44,"107,293"
2011-02-07,274.9,277.76,278.68,274.9,"114,649"
2011-02-08,273.16,276.01,276.36,272.84,"116,763"
2011-02-09,269.9,274.18,274.2,268.84,"109,634"
2011-02-10,264.57,269.21,269.83,264.57,"119,190"
2011-02-11,260.4,264.8,266.76,260.13,"124,670"
2011-02-14,266.02,263.49,266.29,261.98,"107,227"
2011-02-15,265.4,266.49,268.23,264.39,"108,129"
2011-02-16,262.56,264.95,267.14,262.52,"106,002"
2011-02-17,261.23,264.41,265.14,258.83,"132,445"
2011-02-18,265.8,263.03,266.22,261.82,"111,961"
2011-02-21,264.55,265.88,266.07,262.71,"113,038"
2011-02-22,260.13,260.81,262.06,258.58,"113,190"
2011-02-23,259.21,259.18,261.3,257.87,"105,106"
2011-02-24,257.69,258.69,260.4,257.04,"96,546"
2011-02-25,259.28,258.49,259.68,256.43,"89,777"
2011-02-28,256.36,257.96,258.83,255.88,"86,801"
2011-03-02,254.96,253.95,256.58,253.9,"81,300"
2011-03-03,260.48,256.82,260.48,256.55,"85,844"
2011-03-04,265.42,263.06,265.96,262.41,"103,584"
2011-03-07,261.44,264.12,265.2,261.12,"69,664"
2011-03-08,263.33,261.87,265.09,260.56,"88,749"
2011-03-09,263.8,264.84,266.18,262.39,"110,322"
2011-03-10,260.59,263.41,263.66,259.55,"118,230"
2011-03-11,256.83,257.17,259.22,256.15,"88,216"
2011-03-14,260.69,256.64,260.69,254.63,"161,482"
2011-03-15,254.29,260.14,262.77,249.34,"178,117"
2011-03-16,259.44,258.44,260.22,255.66,"123,216"
2011-03-17,259.8,254.66,260.25,254.23,"120,057"
2011-03-18,262.39,260.13,263.59,259.58,"111,775"
2011-03-21,264.89,262.74,265.18,262.64,"99,625"
2011-03-22,266.05,265.97,266.48,264.76,"115,160"
2011-03-23,265.67,266.69,266.99,264.64,"148,513"
2011-03-24,268.93,266.97,268.95,266.85,"128,245"
2011-03-25,271.66,271.91,272.22,269.78,"134,099"
2011-03-28,272.13,271.7,272.65,270.51,"128,562"
2011-03-29,274.22,271.49,274.22,271.04,"106,847"
2011-03-30,277.04,274.76,278.2,274.46,"142,845"
2011-03-31,278.87,277.97,278.87,276.52,"142,599"
2011-04-01,280.73,278.92,280.73,278.1,"135,226"
2011-04-04,280.01,281.1,281.3,278.38,"138,914"
2011-04-05,282.03,280.3,282.03,278.87,"122,670"
2011-04-06,281.35,281.8,282.73,280.25,"161,504"
2011-04-07,280.45,282.22,282.62,279.15,"145,993"
2011-04-08,281.05,280,282.21,279.7,"167,077"
2011-04-11,280.49,280.79,282.03,279.34,"128,450"
2011-04-12,276.13,279.74,279.78,275.99,"127,623"
2011-04-13,280.68,276.5,280.68,275.12,"117,661"
2011-04-14,283.15,279.89,283.15,278.65,"148,798"
2011-04-15,282.8,282.36,283.23,280.83,"125,550"
2011-04-18,282.14,283.58,283.98,280.76,"147,749"
2011-04-19,280.43,279.36,282.12,278.83,"146,576"
2011-04-20,287.19,283.63,287.23,282.54,"162,546"
2011-04-21,291.16,289.99,293.16,289.09,"191,071"
2011-04-22,290.84,291.43,292.2,289.86,"140,819"
2011-04-25,292.69,291.72,293.01,290.82,"121,836"
2011-04-26,291.38,293.04,293.59,290.04,"165,641"
2011-04-27,292.08,294.05,295.16,290.04,"190,608"
2011-04-28,292.15,293.23,294.42,290.24,"157,386"
2011-04-29,290.39,292.37,293.76,288.35,"170,786"
2011-05-02,295.35,291.93,295.37,291.88,"120,033"
2011-05-03,291.65,294.85,295.51,289.94,"126,165"
2011-05-04,288.46,290.87,291.49,287.43,"132,932"
2011-05-06,283.68,284.54,285.15,281.93,"124,216"
2011-05-09,282.59,285.16,285.8,282.22,"91,275"
2011-05-11,286.3,285.66,286.3,283.36,"104,688"
2011-05-12,280.02,282.52,283.98,280.02,"134,840"
2011-05-13,279.59,281.27,281.56,277.5,"145,732"
2011-05-16,277.22,277.53,278.85,276.39,"104,268"
2011-05-17,277.15,277.13,278.19,275.57,"94,316"
2011-05-18,281.76,278.22,282.24,277.53,"97,493"
2011-05-19,276.47,282.39,282.73,275.98,"112,885"
2011-05-20,278.59,277.26,278.81,274.89,"96,777"
2011-05-23,271.19,277.08,277.08,271.19,"95,182"
2011-05-24,271.78,270.87,273.27,270.4,"87,041"
2011-05-25,268.62,273.52,274.74,267.77,"94,771"
2011-05-26,276.33,271.99,276.68,271.38,"96,148"
2011-05-27,277.35,275.62,278.97,275.26,"96,283"
2011-05-30,276.32,279.25,279.37,275.1,"86,822"
2011-05-31,282.76,277.73,283.92,277.44,"136,902"
2011-06-01,282.75,282.92,284.34,281.45,"129,261"
2011-06-02,278.76,277.07,280.73,276.37,"111,426"
2011-06-03,278.84,279.98,281.11,278.06,"98,780"
2011-06-07,276.97,276,277.88,275.92,"94,503"
2011-06-08,274.46,277.39,278.26,272.68,"103,488"
2011-06-09,272.44,273.55,274.84,271.79,"110,101"
2011-06-10,269.04,274.38,275.6,268.76,"121,662"
2011-06-13,269.79,266.81,270.76,266.44,"90,940"
2011-06-14,273.67,269.26,274.54,268.49,"100,051"
2011-06-15,274.53,275.12,275.26,271.51,"93,810"
2011-06-16,268.88,270.59,272.08,268.42,"88,884"
2011-06-17,266.22,270.18,270.33,263.02,"138,039"
2011-06-20,264.39,266.41,268.26,264.05,"90,678"
2011-06-21,268.65,267.27,269.24,264.28,"100,012"
2011-06-22,270.71,271.25,272.39,270.18,"118,053"
2011-06-23,269.34,268.35,270.77,268.29,"89,405"
2011-06-24,274.31,270.49,274.31,270.2,"125,717"
2011-06-27,271.44,272.23,272.42,269.68,"78,387"
2011-06-28,270.41,274.37,275.59,270.41,"119,446"
2011-06-29,274.61,275.33,275.47,273.06,"114,354"
2011-06-30,275.17,275.82,276.08,274.02,"106,214"
2011-07-01,278.77,277.9,279.69,277.34,"111,585"
2011-07-04,281.67,281.28,282.85,281.13,"136,283"
2011-07-05,283.88,282.1,284.11,281.61,"123,468"
2011-07-06,285.12,283.08,285.12,282.93,"123,082"
2011-07-07,286.07,284.41,286.86,284.06,"152,460"
2011-07-08,286.05,287.73,287.73,285.07,"172,420"
2011-07-11,282.46,284.22,284.78,281.73,"96,270"
2011-07-12,275.9,278.96,279.77,275.77,"117,131"
2011-07-13,278.32,276.83,278.38,275.52,"135,524"
2011-07-14,278.03,276.74,278.03,274.61,"139,759"
2011-07-15,279.59,276.98,279.59,276.86,"108,646"
2011-07-18,276.71,279.93,279.93,275.71,"105,938"
2011-07-19,276.58,276.16,278.08,275.75,"103,208"
2011-07-20,280.41,280.54,281.43,279.57,"133,541"
2011-07-21,279.2,280.19,280.47,277.9,"107,092"
2011-07-22,282.59,281.51,282.73,280.37,"121,554"
2011-07-25,279.66,280,280.47,279,"100,117"
2011-07-26,282.04,281.34,282.04,279.19,"120,045"
2011-07-27,282.7,279.54,282.77,279.49,"108,203"
2011-07-28,280.04,277.89,280.76,277.87,"107,026"
2011-07-29,277.11,280.52,280.52,277.05,"127,530"
2011-08-01,282.36,280.86,282.79,280.55,"102,248"
2011-08-02,275.4,279.54,279.88,274.71,"129,093"
2011-08-03,267.8,269.8,270.14,266.81,"125,313"
2011-08-04,261.54,267.78,268.35,261,"119,177"
2011-08-05,251.9,251.09,255.15,249.32,"181,493"
2011-08-08,242.45,248.34,251.38,233.89,"204,763"
2011-08-09,233.52,234.26,237.55,218.66,"268,496"
2011-08-10,233.23,243.34,243.36,232.75,"207,036"
2011-08-11,234.14,223.79,236.6,223.79,"172,407"
2011-08-12,230.38,237.41,237.94,229.77,"174,900"
2011-08-16,242.23,238.06,242.23,237.75,"123,793"
2011-08-17,243.43,240.68,245.62,240.61,"112,889"
2011-08-18,238.31,243.15,243.61,234.93,"159,363"
2011-08-19,222.98,228.95,229.75,222.95,"178,204"
2011-08-22,219.15,224.62,225.49,218.09,"141,168"
2011-08-23,228.12,222.3,229.17,220.38,"152,415"
2011-08-24,225.14,229.56,231.08,223.52,"147,347"
2011-08-25,227.02,230.3,232,226.73,"117,592"
2011-08-26,229,225.55,229.73,225.54,"93,879"
2011-08-29,235.78,232.8,236.95,229.94,"127,171"
2011-08-30,237.64,239.13,240.47,236.72,"139,133"
2011-08-31,242.16,237.91,242.16,236.59,"117,004"
2011-09-01,242.37,243.07,248.84,241.95,"156,981"
2011-09-02,240.16,241.18,243.76,238.42,"99,294"
2011-09-05,228.89,234.93,235.03,228.89,"109,884"
2011-09-06,226.65,224.46,229.82,223.18,"121,424"
2011-09-07,236.12,232.72,236.15,231.04,"113,520"
2011-09-08,238.47,239.55,239.64,235.48,"143,189"
2011-09-09,233.4,234.09,238.51,233.4,"122,057"
2011-09-14,225.15,231.92,232.68,224.16,"119,107"
2011-09-15,228.58,231.65,233.01,224.54,"140,741"
2011-09-16,237.5,234.94,238.49,233.32,"157,880"
2011-09-19,235.32,234.58,237.5,233.74,"112,096"
2011-09-20,237.53,235.29,238.11,231.55,"119,238"
2011-09-21,239.51,238.08,241.85,236.57,"117,466"
2011-09-22,232.05,233.2,234.77,230.02,"124,627"
2011-09-23,218.62,223.64,224.8,218.58,"172,809"
2011-09-26,214.18,221.85,221.96,212.92,"170,275"
2011-09-27,225.29,221.23,225.37,219.76,"141,048"
2011-09-28,223.82,227.28,228.95,223.82,"140,275"
2011-09-29,230.37,222.51,230.54,221.76,"142,379"
2011-09-30,230.41,228.79,231.23,226.61,"128,254"
2011-10-04,221.93,218.92,221.99,215.53,"129,783"
2011-10-05,217.34,223.64,223.64,216.39,"151,546"
2011-10-06,223.94,223.99,227.25,223.47,"149,970"
2011-10-07,230.27,229.61,231.47,228.92,"146,175"
2011-10-10,230.82,230.64,233.38,230.34,"105,534"
2011-10-11,234.8,236.75,236.9,234.27,"147,525"
2011-10-12,236.66,233.79,236.91,232.44,"120,235"
2011-10-13,238.09,239.65,240.32,238.09,"139,020"
2011-10-14,239.67,236.96,240.3,235.44,"105,841"
2011-10-17,243.49,242.43,243.49,241,"117,832"
2011-10-18,239.89,238.47,240.98,237.99,"127,071"
2011-10-19,242.11,241.5,242.11,239.09,"125,266"
2011-10-20,235.57,242.2,244.22,235.36,"127,362"
2011-10-21,240.02,239.03,240.83,235.94,"145,358"
2011-10-24,248.21,242.5,248.21,242.44,"133,088"
2011-10-25,247.2,248.41,249.18,246.43,"129,312"
2011-10-26,247.56,244.87,247.9,243.73,"113,159"
2011-10-27,251.2,249,251.5,246.96,"162,709"
2011-10-28,252.47,256.42,256.88,251.4,"202,224"
2011-10-31,249.88,251.36,254.33,248.83,"122,905"
2011-11-01,249.92,247.51,252.22,247.5,"114,250"
2011-11-02,248.03,244.87,248.28,243.24,"123,597"
2011-11-03,244.09,247.4,247.4,243.14,"116,212"
2011-11-04,252.34,249.8,252.44,248.95,"125,153"
2011-11-07,250.78,252.66,252.66,250.14,"97,704"
2011-11-08,248.32,251.85,251.94,247.86,"95,100"
2011-11-09,249.23,251.38,252,247.92,"123,056"
2011-11-10,236.02,243.07,243.38,236.02,"156,657"
2011-11-11,242.99,239.79,243.05,237.35,"101,270"
2011-11-14,248.27,246.4,249.02,246.37,"98,629"
2011-11-15,246.21,246.25,247.97,244.98,"90,563"
2011-11-16,241.98,247.71,249.6,241.44,"112,956"
2011-11-17,244.6,242.87,244.84,239.09,"100,809"
2011-11-18,239.43,239.55,241.13,238.5,"93,937"
2011-11-21,236.64,238.54,238.54,235.32,"78,293"
2011-11-22,237.8,233.8,238.46,233.71,"82,979"
2011-11-23,231.68,236.81,236.93,231.32,"142,239"
2011-11-24,233.35,230.7,234.26,229.93,"95,019"
2011-11-25,231.03,231.11,232.78,229.74,"118,202"
2011-11-28,236.59,235.09,236.86,233.87,"94,256"
2011-11-29,242.5,238.4,242.61,237.77,"122,976"
2011-11-30,241.19,241.15,242.64,240.04,"111,047"
2011-12-01,251.52,250.12,252.82,249.76,"181,355"
2011-12-02,251.19,251.23,252.04,249.95,"98,221"
2011-12-05,252.22,252.87,253.02,250.52,"77,099"
2011-12-06,249.48,250.94,251.94,247.88,"105,784"
2011-12-07,251.57,251.08,252.12,249.69,"102,435"
2011-12-08,250.31,250.26,252.4,248.47,"117,825"
2011-12-09,244.93,246.28,247.85,244.67,"96,221"
2011-12-12,248.55,248.73,248.86,247,"119,576"
2011-12-13,243.48,245.44,245.87,243.48,"104,583"
2011-12-14,242.35,241.67,243.54,241.59,"75,952"
2011-12-15,236.72,239.15,240.02,236.48,"100,327"
2011-12-16,239.82,237.85,240.13,237.22,"102,228"
